software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
Gmail / Google Workspace,CSC-008,Email Encryption Software,"Cloud, Application",No,Google's cloud email and productivity platform. Transport layer protected by ML-KEM hybrid TLS via BoringSSL on Google's servers — HNDL-resistant for email in transit since 2024. S/MIME end-to-end encryption uses classical RSA/ECDSA certificates with no PQC S/MIME certificate issuance available. Google Workspace Client-Side Encryption (CSE) uses classical ECDH key wrapping. Full PQC for message content depends on PKI ecosystem and S/MIME standards maturity.,Commercial,"Proprietary (implied by ""Commercial"" plans and ""Contact sales"")",Current,2024,No,High,"Computer, phone, watch, tablet; Cloud (Google Workspace)","Financial Services, Healthcare and Life Sciences, Retail, Manufacturing, Government and Public Sector, Professional Services, Technology, Education, Nonprofits",https://workspace.google.com/products/gmail/,,World's largest email platform. ML-KEM hybrid TLS protects email in transit via BoringSSL. S/MIME and CSE end-to-end encryption rely on classical PKI — pending PQC certificate ecosystem maturity.,Trusted Vendor,Partially Verified,2026-03-12,"assess,plan",email-signing;tls-basics,VND-018,google,
Telegram,CSC-011,Secure Messaging and Communication,"Application, Network",No,"Cloud-based messaging platform with 900M+ users. Uses MTProto 2.0 protocol with AES-256, RSA-2048 for key exchange, and SHA-256 — all classical. End-to-end encrypted Secret Chats use a Diffie-Hellman key exchange that is Shor-vulnerable. No announced PQC roadmap as of Q1 2026. Regular cloud messages are server-encrypted (not E2E), adding key management exposure.",Proprietary,Commercial,MTProto 2.0,2025,No,Low,"Mobile (iPhone/iPad, Android), Desktop (PC/Mac/Linux), Web-browser",Consumer Messaging,https://core.telegram.org/mtproto,,Widely-deployed messaging platform. MTProto 2.0 uses classical RSA-2048 key exchange and AES-256. No PQC roadmap announced; Secret Chat Diffie-Hellman is Shor-vulnerable.,Trusted Vendor,Verified,2026-03-12,"assess,plan",email-signing;migration-program;tls-basics,VND-117,ietf,
WhatsApp,CSC-011,Secure Messaging and Communication,Application,No,"End-to-end encrypted messaging with 2B+ users. Uses Signal Protocol (same as Signal app) with Curve25519, AES-256, and HMAC-SHA256. Signal has deployed PQXDH (ML-KEM) in its own app, but it is unconfirmed whether WhatsApp has enabled PQXDH in production. Meta has not announced PQC deployment in WhatsApp. Transport layer uses TLS via Meta's infrastructure.",Proprietary,Commercial (Meta),Current,2025,No,High,"Android, iPhone, Mac/PC, WhatsApp Web",All industries,https://www.whatsapp.com/security/,,World's largest messaging app. Uses Signal Protocol with Curve25519 (Shor-vulnerable). Signal's PQXDH has not been deployed in WhatsApp. No PQC roadmap published.,Trusted Vendor,Needs Verification,2026-03-30,"assess,plan",email-signing;migration-program;tls-basics,VND-118,ietf,pqxdh-deployment-unconfirmed
VIAVI TeraVM Security Test,CSC-061,Network Testing & Validation Tools,"Network, Cloud",Yes (ML-KEM; ML-DSA; SLH-DSA),"Cloud-enabled platform for benchmarking enterprise VPN gateways and IPSec systems migrating to NIST PQC algorithms. Security Test module emulates tens of thousands of concurrent users with realistic application traffic while measuring PQC-specific KPIs: handshake latency, SA establishment time, re-keying overhead, key size impact. Supports hybrid scenarios (PQC initiator plus classical responder) to validate backward compatibility. Key finding: IKEv2 SA establishment increases from 38ms (classical) to 12626ms with some PQC configurations. Partnership with QNu Labs for QKD/QRNG/hybrid PQC test badging. [Note: release date predates FIPS 203/204/205 finalization (Aug 2024); may reference draft/pre-standard algorithms.]",Commercial,Proprietary,TeraVM 13.x,2024-04-09,No,High,"Commercial-off-the-shelf (COTS) servers, Cloud platforms","Network security infrastructure vendors, Service providers, Research institutes, Governments, Enterprises, Military, Mobile operators",https://www.viavisolutions.com/en-us/news-releases/viavi-introduces-performance-testing-post-quantum-cryptography-deployments,,"First cloud-enabled platform specifically designed to stress-test enterprise VPN gateways and IPSec systems migrating to NIST PQC algorithms. Emulates realistic application workloads while measuring latency, throughput, and re-keying overhead. Partnership with QNu Labs enables QKD and QRNG test badging. Critical for federal agencies and enterprises facing PQC migration mandates.",Trusted Vendor,Partially Verified,2026-03-21,"assess,migrate",5g-security;aerospace-pqc;arch-quantum-impact;migration-program;network-security-pqc;pqc-testing-validation;qkd,VND-131,nist-csrc,pre-standard-date; no-cert-backing
VIAVI Observer Analyzer,CSC-061,Network Testing & Validation Tools,Network,No,"Enterprise network protocol analyzer supporting 740+ primary protocols with SSL/TLS handshake monitoring, digital certificate validation (expiration tracking; outdated protocol detection), and network packet inspection. Threat Forensics module (2025) adds advanced retrospective analysis for NetSecOps: pattern analysis across cryptographic protocol usage, historical traffic replay for incident investigation. PQC algorithm detection capabilities are being added as NIST standards are finalized and deployed in enterprise environments.",Commercial,Proprietary (Commercial),18.x,2025-07-01,No,High,"Laptop (network engineer's laptop), Windows (implied by Microsoft UC support and OS type tracking), integration with IBM Tivoli and HP OpenView.","Financial Services, Healthcare Organizations, Manufacturing, Service Providers, Government (US Department of Veterans Affairs, Eglin Air Force Base mentioned in case studies).","https://www.viavisolutions.com/products/observer-platform/observer-analyzer (Inferred from source filename and context, though exact URL not explicitly printed in text body).",,Enterprise-grade network protocol analyzer with passive TLS/SSL monitoring and certificate validation across 740+ protocols. Threat Forensics module enables retroactive cryptographic protocol analysis for incident investigation. PQC detection capabilities in development as hybrid algorithms roll out in enterprise networks.,Trusted Vendor,Verified,2026-03-21,"assess,migrate",5g-security;arch-quantum-impact;crypto-dev-apis;healthcare-pqc;network-security-pqc;pqc-testing-validation,VND-131,nist-csrc,
Keysight CyPerf,CSC-061,Network Testing & Validation Tools,"Hardware, Network (implied via embedded/IoT context), Security Stack",Yes (X25519+ML-KEM-768),"Provides testing solutions and expert services to validate PQC implementations on resource-constrained hardware. Supports validation from design to deployment, focusing on side-channel analysis (SCA) and fault injection (FI) to detect key-dependent leakage and fault-based key recovery. Helps align with standards like Common Criteria and EUCC.",Commercial,Proprietary (Commercial),7.0.2,2025-10-28,No,High,"Embedded systems, IoT devices, secure elements, firmware, secure boot.","Payments, automotive, critical infrastructure, government, defense.",https://www.keysight.com/us/en/products/security-attack-emulation/security-attack-emulation-software/cyperf.html,,Cloud-native security test platform validating hybrid PQC TLS 1.3 at scale. Simulates realistic workloads (video; collaboration; enterprise apps) while measuring quantum-resistant handshake performance across physical and cloud environments. Community Edition available at no cost for lab testing.,Trusted Vendor,Verified,2026-03-30,"assess,migrate,launch",5g-security;arch-quantum-impact;crypto-dev-apis;network-security-pqc;pqc-testing-validation,VND-132,nist-csrc,no-cert-backing; no-vendor-docs
Keysight Inspector,CSC-061,Network Testing & Validation Tools,"Security Stack, Hardware, Network",Yes (ML-DSA; SLH-DSA full; ML-KEM pre-release),Device security testing platform (via Riscure acquisition) using Crypto 3 modular framework for PQC side-channel and fault injection testing. Dilithium TVLA data generator and Known Key Analysis module validate ML-DSA implementations against power; timing; and electromagnetic side-channel leakage. ML-KEM and SLH-DSA support in pre-release. Captures millions of power traces per second using PXI-based DS1050A testbench. Collaborated with NXP on ML-DSA countermeasure validation and PQShield on industry readiness. Supports FIPS 140-3 Level 4 compliance verification for semiconductor and device vendors.,Commercial,Proprietary,Inspector 2025,2025-01-01,No (validates other modules for FIPS 140-3),High,"Embedded systems, IoT devices, government-grade secure communications (evaluation context)","Industrial, IoT, Automotive, Government",https://www.keysight.com/us/en/about/newsroom/news-releases/2024/3004-PR24-062-Keysight-Introduces-New-Testing-Capabilities-to-Strengthen-Post-Quantum-Cryptography.html,,Device security platform for validating PQC implementations against side-channel and fault injection attacks. Crypto 3 framework with Dilithium TVLA generator identifies power/EM leakage in ML-DSA hardware. Essential for semiconductor vendors preparing PQC products for CMVP certification.,Trusted Vendor,Verified,2026-03-30,"assess,migrate",aerospace-pqc;arch-quantum-impact;automotive-pqc;energy-utilities-pqc;hsm-pqc;network-security-pqc;pqc-testing-validation;research-quantum-impact,VND-132,nist-csrc,no-cert-backing; no-vendor-docs
CryptoNext COMPASS Network Probe,CSC-061,Network Testing & Validation Tools,"Network, Hardware",Yes (ML-KEM; ML-DSA; SLH-DSA),Passive high-performance cryptographic data detection system deploying on network taps and SPAN ports. Identifies all cryptographic algorithms; key types; and certificate details across 100+ IT and OT protocols in real time without packet injection. First EU company to achieve NIST CAVP certification for all three finalized PQC algorithms (ML-KEM/FIPS 203; ML-DSA/FIPS 204; SLH-DSA/FIPS 205) in June 2025. On path to FIPS 140-3 module certification. Integrates with COMPASS Analytics Platform for governance reporting. Recommended by NIST NCCoE for cryptographic discovery in PQC migration workflows. Secure boot; hardened OS; integrity checks; PQC-secured TLS 1.3 management communications.,Commercial,Proprietary,COMPASS 2025,2025-06-01,No,High,Hardened Operating System (specific OS not named); integrates with Kafka Cluster server (version 7.3.3).,"Banking, Finance, Defense, Energy, Aerospace, Public sectors.",https://www.cryptonext-security.com/en/products-cryptography-discovery-and-inventory/,,Passive network probe detecting all cryptographic algorithms across 100+ IT/OT protocols in real time. Only EU vendor certified by NIST CAVP for all three finalized PQC algorithms. Recommended by NIST NCCoE for PQC migration crypto asset inventories. Zero packet injection ensures production safety.,Trusted Vendor,Verified,2026-03-21,"assess,migrate",aerospace-pqc;arch-quantum-impact;crypto-agility;crypto-dev-apis;energy-utilities-pqc;migration-program;network-security-pqc;pqc-testing-validation;research-quantum-impact,VND-011,cryptonext,
pqcscan,CSC-061,Network Testing & Validation Tools,Network,Yes (with details) - Scans for PQC support in SSH KEX and TLS algorithms; identifies standardized PQC-hybrid and PQC algorithms.,"The tool scans SSH and TLS servers to identify stated support for Post-Quantum Cryptography algorithms. For SSH, it checks a manually curated list of KEX algorithms based on OpenSSH and OQS-OpenSSH, including experimental ones. For TLS, it identifies common and standardized PQC-hybrid and PQC algorithms but currently excludes experimental algorithms due to scanning time constraints. It outputs results in JSON and HTML formats.",Open Source,BSD-2-Clause,0.x,2026-03-20 (Last Updated),No,High,"Linux, MacOS, Windows","System administrators, infosec practitioners",https://github.com/anvilsecure/pqcscan,https://github.com/anvilsecure/pqcscan,Fast open-source Rust tool for scanning TLS and SSH endpoints to detect PQC algorithm support. Identifies hybrid key exchange; PQC OIDs; and quantum-vulnerable configurations. JSON/HTML output for integration into security workflows. Free alternative to commercial scanners for lab and pre-production environments.,Open Source,Partially Verified,2026-03-21,"assess,migrate",arch-quantum-impact;crypto-agility;network-security-pqc;pqc-testing-validation;research-quantum-impact,VND-000,pqca,pre-standard-date
pqc-flow,CSC-061,Network Testing & Validation Tools,Network,Yes (detects ML-KEM; ML-DSA in TLS; SSH; QUIC),"Detects PQC and hybrid algorithm usage in live network traffic and PCAP captures. SSH detection: sntrup761x25519-sha512@openssh.com (OpenSSH 9.0+), mlkem, kyber, ntruprime variants via custom SSH_MSG_KEXINIT parser. TLS 1.3 detection: X25519Kyber768 (Chrome 0x11ec), X25519Kyber768Draft00 (Cloudflare 0xfe31/0x6399), NIST ML-KEM drafts (0x2001-0x2010) via custom ClientHello/ServerHello supported_groups and key_share extension parser. QUIC detection via TLS-in-QUIC handshake parsing. IKE/IPsec via nDPI classification. PQC flags bitmask tracks KEM presence, signature presence, hybrid negotiation, offered-only, and session resumption states. No nDPI patches required for SSH/TLS PQC extraction.",Open Source,GPL-3.0-or-later (Copyright 2025 Graziano Labs Corp.),0.x (pre-release),2025-11-13,No,High,"Linux (AF_PACKET live capture, PCAP offline); macOS (PCAP offline). Dependencies: CMake 3.16+, libpcap, nDPI 4.11+. Systemd service template included for 24/7 production monitoring.","Enterprise, Financial Services, Government, Healthcare, Any (privacy-preserving passive monitoring suitable for regulated environments)",https://github.com/CipherIQ/pqc-flow,https://github.com/CipherIQ/pqc-flow,Privacy-preserving passive network analyzer detecting PQC algorithm usage in TLS; SSH; and QUIC traffic. Analyzes flow metadata only (no payload storage). Provides organization-wide quantum readiness visibility without network disruption. Free open-source alternative to commercial passive probes.,Open Source,Partially Verified,2026-03-21,"assess,migrate",crypto-agility;network-security-pqc;pqc-testing-validation;research-quantum-impact,VND-000,microsoft,pre-standard-date
PQC-LEO,CSC-061,Network Testing & Validation Tools,"Network, Hardware",Yes (with details: Supports computational and TLS-based PQC performance testing via Liboqs and OQS-Provider).,Open-source PQC benchmarking and evaluation framework automating computational and network performance measurement for NIST PQC algorithms. Uses OpenSSL with OQS provider to run standardized TLS 1.3 performance tests across x86 and ARM architectures. Measures: handshake latency; key generation time; signing/verification overhead; memory footprint; energy consumption. Generates comparative analysis between classical; hybrid; and pure PQC configurations. Designed for academic research and enterprise pre-deployment evaluation. [Note: release date predates FIPS 203/204/205 finalization (Aug 2024); may reference draft/pre-standard algorithms.],Open Source,MIT,0.5.0 (mentioned in context of known issues),2026-03-25 (Last Updated date),No,High,"x86 Linux (Debian-based), ARM Linux (64-bit Debian-based)","Research, Academic",https://github.com/crt26/pqc-evaluation-tools,https://github.com/crt26/pqc-evaluation-tools,Automated PQC benchmarking framework measuring computational and TLS-layer performance for all NIST PQC algorithms across x86 and ARM. Generates baseline vs PQC comparison reports essential for hardware capacity planning and migration go/no-go decisions. Free and open source; peer-reviewed in academic literature.,Open Source,Verified,2026-03-30,"assess,migrate",crypto-dev-apis;migration-program;network-security-pqc;pqc-testing-validation;research-quantum-impact,VND-141,pqca,pre-standard-date
Q-CORE Q-Scanner,CSC-049,Cryptographic Discovery Platforms,"Security Stack, Cloud","Yes (with details: Detects ML-KEM, ML-DSA; implements ML-KEM-768, ML-DSA, SLH-DSA, FALCON, HQC, BIKE, NTRU, MAYO, CROSS, UOV, SNoVA)","Platform offers scanning for PQC readiness (ML-KEM/Kyber, ML-DSA/Dilithium). Core modules include Q-SHIELD (ML-KEM-768), Q-SIGN (ML-DSA with ECDSA fallback), Q-HYBRID (classical+PQC), and Enterprise/Sovereign tiers supporting 19+ algorithms including CNSA 2.0, McEliece, FrodoKEM, ZKP, and FHE.",Open Source/Commercial,"Free/Open-source for Q-SCANNER; Commercial (Starter, Business, Enterprise, Sovereign) for full platform",v2.1,2025,"Yes (Q-SHIELD NIST FIPS 203, Q-SIGN FIPS 204 compliant; Q-AUDIT FIPS-ready)",High,"Cloud, On-premise (Enterprise/Sovereign tiers)","Small businesses, Enterprise, Banks, Hospitals, Government, Defense, Critical Infrastructure","https://qcore.systems (inferred from text ""info @ qcore . systems"" and context, though exact URL not fully explicit in snippet, domain is clear)",,"PQC-aware cryptographic discovery and compliance platform with free scanner tool. Covers TLS audit, cipher suite analysis, quantum readiness scoring, and EU CRA/NIS2 compliance mapping.",Vendor Website,Verified,2026-03-22,"assess,plan",crypto-agility;network-security-pqc;compliance-strategy;pqc-risk-management;tls-basics,VND-000,nist-csrc,
PQCryptoLib-Core,CSC-001,Cryptographic Libraries,"Application, Security Stack",Yes (NIST-standardized post-quantum and PQ/T Hybrid algorithms),"FIPS 140-3 certified cryptographic library from PQShield supporting all NIST-standardized PQC algorithms: ML-KEM (FIPS 203), ML-DSA (FIPS 204), SLH-DSA (FIPS 205), plus hash-based LMS and XMSS and Falcon. OpenSSL integration via provider. CMVP certificate #4800 (Level 3); ACVP validated for ML-DSA and ML-KEM (A7693); additional ACVP validation (A3011) and CMVP module in process. Targets enterprise and government deployments.",Commercial,"Proprietary (implied by ""Contact us for an evaluation"" and commercial context)",3.2.0,2025-09,Yes (FIPS 140-3 CMVP Certified / CAVP Compliant),High,"Linux, Windows, Mac (requires a C compiler)","Semiconductors and Manufacturing, Identity and Paymentech, Military and Aerospace, System Integrators, Automotive, Industrial IoT, Network & Telecommunications, Enterprise Platforms, Healthcare",https://pqshield.com/products/pqc-cor/,,"PQShield FIPS 140-3 L3 certified PQC library with OpenSSL provider integration. Full NIST PQC suite: ML-KEM, ML-DSA, SLH-DSA, LMS, XMSS, Falcon. CMVP #4800 active; ACVP A7693 validated; additional validation in process.",Trusted Vendor,Verified,2026-03-23,"prepare,test,migrate",crypto-dev-apis;dev-quantum-impact;hybrid-crypto;os-pqc;pqc-101,VND-030,pqshield,fips-classical-only
PQMicroLib-Core,CSC-001,Cryptographic Libraries,"Hardware, Application","Yes (ML-KEM, ML-DSA, SLH-DSA, XMSS, LMS)","CAVP-Ready version of PQShield’s CMVP-certified PQCryptoLib-Core tailored for embedded systems running bare metal or RTOS. Supports ML-KEM (FIPS 203), ML-DSA (FIPS 204), SLH-DSA (FIPS 205), XMSS, LMS. Includes protection against DPA, template attacks, deep learning attacks, timing side-channel attacks, and buffer overflows. Optimized for low-end MCUs (as low as 5kb RAM) with SIMD support and hardware accelerator leverage.",Commercial,Proprietary (Contact us for an evaluation),1.1.1,2025-09,"CAVP-Ready; based on CMVP-certified PQCryptoLib-Core supporting FIPS 203, FIPS 204, and FIPS 205 algorithms.",High,Embedded systems running bare metal or real-time operating systems (RTOS); any platform with a C compiler.,"Semiconductors and Manufacturing, Identity and Paymentech, Military and Aerospace, System Integrators, Automotive, Industrial IoT, Network & Telecommunications, Enterprise Platforms, Healthcare.",https://pqshield.com/products/pqm-cor/,,PQShield embedded PQC library for ARM and RISC-V microcontrollers. Full NIST PQC suite with PSA Crypto API certification and Mbed TLS integration. CAVP validated (A3011); FIPS 140-3 CMVP in process. Optimized for constrained IoT and embedded deployments.,Trusted Vendor,Verified,2026-03-30,"prepare,test,migrate",crypto-dev-apis;dev-quantum-impact;iot-ot-pqc,VND-030,pqshield,cavp-ready-not-validated
Crucible,CSC-061,Network Testing & Validation Tools,Security Stack,Yes (ML-KEM/FIPS 203 and ML-DSA/FIPS 204),Conformance testing harness for ML-KEM (FIPS 203) and ML-DSA (FIPS 204) cryptographic library implementations. Tests real-world vulnerabilities that evade both NIST Known Answer Tests and formal verification tools. ML-KEM: 78 tests across 6 categories (compression algorithms; NTT operations; coefficient bounds validation; decapsulation logic; serialization; sampling distributions). ML-DSA: 51 tests across 6 categories (norm checks; arithmetic operations; signing determinism; verification robustness; serialization; timing consistency). Uses a language-agnostic JSON line protocol enabling harness support for C; C++; Go; Java; Rust; and other languages. Ships with harnesses for 15 production implementations including CIRCL; liboqs; AWS-LC; Go stdlib; and Bouncy Castle. Created by Symbolic Software.,Open Source,Apache 2.0,1.x,2026-03-26,No (Tests implementations against FIPS 203 and FIPS 204 specifications; product itself is not validated),High,"Linux/Unix/macOS (implied by Cargo/Rust, Go, C/C++ build tools); supports testing implementations in Rust, Go, C, C++, Java.",Security Research; Enterprise; Government; Any,https://github.com/symbolicsoft/crucible,https://github.com/symbolicsoft/crucible,Open-source conformance testing harness for ML-KEM and ML-DSA library implementations. Catches implementation bugs that evade NIST Known Answer Tests — tests 15 production implementations across 5 languages using a language-agnostic JSON protocol. 78 ML-KEM + 51 ML-DSA targeted tests covering NTT operations; serialization; coefficient bounds; timing consistency; and sampling distributions. Essential for cryptographic library vendors validating FIPS 203/204 implementation correctness before deployment.,Open Source,Needs Verification,2026-03-30,"assess,migrate",crypto-dev-apis;hsm-pqc;pqc-testing-validation;research-quantum-impact,VND-000,microsoft,product-existence-unverifiable-via-web; no-vendor-docs
Amazon Cognito,CSC-044,Customer Identity & Access Management (CIAM),Cloud,No,Serverless CIAM processing 100B+ authentications/month. PQC TLS transport (ML-KEM) being rolled out across AWS infrastructure including authentication endpoints. OIDC/OAuth token signing with PQC algorithms awaiting IETF JOSE/COSE PQC standard finalization. JWT/SAML/OIDC tokens rely on classical RSA/ECDSA signatures pending PQC migration.,Commercial,Proprietary,Current,2026,Yes (FIPS endpoints via AWS GovCloud),High,"AWS, Web, Mobile (iOS, Android), Desktop frameworks (React, Next.js, Angular, Vue, Flutter, Java, .NET, C++, PHP, Python, Golang, Ruby)","Enterprise, B2B, B2C, AI agents, Microservices","https://aws.amazon.com/cognito/ (Inferred from context ""Amazon Cognito Overview"" on AWS site, though exact URL not explicitly listed in text)",,Serverless CIAM at massive scale. PQC TLS transport via AWS infrastructure rollout. OIDC/SAML token PQC signatures pending IETF standards.,Trusted Vendor,Verified,2026-03-25,"prepare,migrate",api-security-jwt;digital-id;iam-pqc,VND-001,amazon-aws,
Microsoft Entra External ID,CSC-044,Customer Identity & Access Management (CIAM),Cloud,Planned (PQC TLS and Token Signing via CNG/SymCrypt),Microsoft CIAM platform (successor to Azure AD B2C). PQC TLS transport available via Windows CNG ML-KEM in TLS 1.3. OIDC/SAML token signing with ML-DSA on roadmap per Microsoft quantum-safe strategy targeting 2029. Inherits FIPS 140-3 and FedRAMP High from Azure platform.,"Proprietary (Implied by Microsoft product, but license type not explicitly stated in text) -> Unknown",Commercial (SaaS),Current,2026,Yes (FIPS 140-3 via Azure; FedRAMP High),High,"Web browsers (Microsoft Edge mentioned), Cloud","Enterprise, Consumer apps (CIAM context)",https://learn.microsoft.com/en-us/entra/external-id/,,"A service to manage external identity scenarios, including guest user access and customer identity and access management (CIAM) for apps.",Trusted Vendor,Verified,2026-03-25,"prepare,migrate",api-security-jwt;digital-id;iam-pqc;migration-program,VND-027,microsoft,
FusionAuth,CSC-044,Customer Identity & Access Management (CIAM),Application,No,Open-source CIAM platform supporting OIDC SAML and OAuth 2.0 with self-hosted and cloud deployment options. No PQC support or public quantum-safe roadmap. Self-hosted deployments require customer-managed TLS and JWT signing key migration to PQC algorithms. Classical RSA/ECDSA used for token signatures.,Freemium,Apache 2.0 (Community); Commercial (Enterprise),1.53,2026,No,Medium,Linux Docker Kubernetes Cloud,Technology Finance Healthcare SaaS,https://github.com/FusionAuth/fusionauth-issues,https://github.com/FusionAuth/fusionauth-issues,Customer Identity & Access Management (CIAM) platform with issue tracking and client libraries.,Open Source,Pending Verification,2026-03-25,"prepare,test,migrate",api-security-jwt;digital-id;iam-pqc,VND-137,microsoft,
Xiphera PQC IP Cores,CSC-002,HSM & Hardware Security,"Application, Security Stack",No,"The document does not mention any Post-Quantum Cryptography algorithms, implementations, or migration plans. It only covers classical symmetric encryption (AES-GCM).",Commercial,Commercial,3.4.0-r4,2023-01-01,"Yes, FIPS validated (Module ID A6694, First Validated: 3/10/2025)",High,Amazon Linux 2023 on EC2 m7i.metal-24xl (Intel Sapphire Rapids Xeon Platinum 8488C),Defense; IoT; Automotive; Industrial,https://csrc.nist.gov,,"Xiphera provides silicon-proven hardware IP cores for PQC algorithm acceleration on FPGA and ASIC platforms. All four NIST PQC standard algorithms available as RTL IP with proven integration in constrained environments. Suitable for HSM co-processors, secure elements, and network encryption hardware.",Trusted Vendor,Needs Verification,2026-03-30,migrate,hsm-pqc,VND-229,xiphera,acvp-a7679-unverifiable-via-web
Crypto Quantique QDID Platform,CSC-039,IoT Security,"Hardware, Application",Yes (ML-KEM hybrid in QuarkLink; ML-DSA unconfirmed),Quantum-Driven Identity (QDID) platform generating hardware-rooted device identities via Physical Unclonable Function (PUF) technology. PQC-secured key provisioning and certificate management for IoT devices. Integrates with PKI infrastructure for device lifecycle management.,Commercial,Commercial,2025,2022-01-01,No,Medium,"SoC (System on Chip), Custom SoCs, Chiplets, IoT devices","Medical Device Manufacturers, Automotive, Industry 4.0, Radio Module, IC Designers",https://www.crypto-quantique.com,,QuarkLink IoT provisioning platform upgraded with hybrid PQC (X25519+ML-KEM/Kyber768) Dec 2024. Available for MPUs on Embedded Linux. QDID is a separate PUF hardware IP for key generation. ML-DSA not confirmed in any product.,Trusted Vendor,Partially Verified,2026-03-28,migrate,iot-ot-pqc,VND-230,crypto-quantique,
Kudelski IoT Security Platform,CSC-039,IoT Security,"Application, Hardware",Yes (ML-KEM; ML-DSA; LMS in KSE security IP — available since Nov 2024),Embedded ML-KEM and ML-DSA algorithms with side-channel/fault countermeasures in Kudelski Secure Enclave (KSE). Includes LMS algorithm support. Features hybrid cryptography for phased migration and crypto agility. Hardware-software hybrid architecture.,Commercial,Proprietary,2025,2024-12-03 (Partnership announcement date; specific product release date not stated),No,High,"IoT devices, semiconductors, SoCs, Edge devices","Automotive, Medical Devices, Smart Home, Semiconductors, National Security, Industrial, AI",https://www.kudelski-iot.com,,"KSE quantum-resistant security IP launched Nov 2024 with ML-KEM (FIPS 203), ML-DSA (FIPS 204), and LMS (SP 800-208). Available to semiconductor and device manufacturers. PQCA founding member. Live PQC demos at Embedded World 2026.",Trusted Vendor,Verified,2026-03-28,migrate,iot-ot-pqc,VND-231,kudelski-iot,
ISC BIND 9.21,CSC-033,Network Security Software,Network,Experimental (ML-DSA-44 via OQS-BIND fork; not in mainline BIND 9.21),BIND 9.21 implements PQC DNSSEC signing and validation using ML-DSA (FIPS 204) per draft-ietf-dnsop-dnssec-pqc. Enables quantum-safe DNS response authentication. Hybrid DNSSEC (ML-DSA + ECDSA) supported for backwards compatibility.,Open Source,Apache License 2.0,"9.21 (inferred from platform context provided in prompt, though text only says ""BIND 9"")",2025-12,No,High,Linux Unix BSD,Enterprise Government ISP,https://gitlab.isc.org/isc-projects/bind9,https://gitlab.isc.org/isc-projects/bind9,"ISC conducted PQC DNSSEC field study using OQS-BIND fork (BIND 9.19.17 + liboqs). ML-DSA-44, Falcon-512, SPHINCS+ tested experimentally. Researchers concluded PQC signing schemes not yet suited for existing DNS ecosystem due to packet size constraints. Not shipped in mainline BIND.",Open Source,Partially Verified,2026-03-28,"test,migrate",network-security-pqc,VND-065,nist-csrc,
Cisco IOS XR,CSC-032,Network Operating Systems,"Network, OS",No,"The provided text discusses ""Quantum Security & Networking"" in a general educational context (defining qubits, superposition) but does not state that Cisco IOS XR currently implements, supports, or has plans for Post-Quantum Cryptography algorithms. No specific PQC algorithms or migration status are mentioned for the product.",Proprietary,Commercial,"Release 7 (mentioned as ""With Release 7 of IOS XR""); also references Release 6.x.",2025-10,No,Critical,"Cisco 8000 series, NCS 540/560, NCS 5000/5500/5700, ASR 9000, XRd, XRv9000, qualified third-party hardware.","Service Providers (SPs), Web-scale networks.",https://xrdocs.io/asr9000/blogs/2024-04-pqc/,https://github.com/ios-xr,Service-provider OS for carrier-grade routers and optical transport. PQC IPsec migration required for government and critical infrastructure networks; roadmap expected to align with IOS XE 26 PQC feature set.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup",5g-security;network-security-pqc;vpn-ssh-pqc,VND-008,cisco-systems,
Cisco Catalyst Center,CSC-033,Network Security Software,"Application, Network",No,"The provided text contains no mention of Post-Quantum Cryptography (PQC), PQC algorithms, or migration plans. It mentions ""Encrypted Traffic Analytics"" for detecting threats in encrypted traffic but does not specify the cryptographic primitives used.",Commercial,"Proprietary (Cisco DNA Software subscription tiers: Essentials, Advantage)",2.3.7,2026-03-02,No,High,"Hardware appliance, Virtual appliance (AWS), On-premises, Public cloud","Enterprise, Government, Education, Healthcare, Transportation, Entertainment",https://www.cisco.com/c/en/us/products/cloud-systems-management/dna-center/index.html,,Enterprise network management platform for intent-based networking and AI-driven operations. TLS and PKI exposure across management plane requires quantum-safe upgrade as managed infrastructure migrates to PQC.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup",network-security-pqc,VND-008,cisco-systems,
Cisco Identity Services Engine (ISE),CSC-042,Identity & Access Management (IAM),Security Stack,No,"Cisco ISE is the enterprise NAC and policy enforcement platform. Heavily certificate-dependent: EAP-TLS authentication, RADIUS over TLS, and device certificate issuance all require quantum-safe migration. PQC roadmap tied to Cisco PKI and certificate authority upgrades.",Commercial,Proprietary,3.4,2025-06,No,Critical,"Amazon Web Services (AWS), Microsoft Azure, On-premises (implied by ""network"" and ""stack"")","Healthcare, Industrial/Manufacturing, Energy/Fuel, Transportation, Education",https://www.cisco.com/c/en/us/products/security/identity-services-engine/index.html,,Network access control and policy platform. Certificate-based EAP-TLS authentication and RADIUS/TLS management plane exposure make ISE a critical PQC migration dependency across enterprise and government networks.,Trusted Vendor,Partially Verified,2026-03-28,"prepare,rampup,migrate",iam-pqc;network-security-pqc;pki-workshop,VND-008,cisco-systems,
